median_house_value,total_bedrooms,population,house_holds,median_income,rooms_per_househole,population_per_househole,bedrooms_ratio
3.713,335.0,903.0,362.0,7.8336,6.13,2.49,0.15
3.44,195.0,356.0,181.0,6.1593,6.22,1.97,0.17
3.422,494.0,1005.0,462.0,6.381,6.66,2.18,0.16
3.709,531.0,1205.0,504.0,6.6828,7.35,2.39,0.14
3.5,457.0,987.0,450.0,7.5385,6.67,2.19,0.15
3.686,460.0,1031.0,448.0,6.7138,6.39,2.3,0.16
3.918,417.0,894.0,404.0,6.2425,6.31,2.21,0.16
4.153,410.0,823.0,377.0,5.7979,5.98,2.18,0.18
2.849,648.0,1232.0,621.0,4.2813,5.41,1.98,0.19
2.875,391.0,669.0,367.0,3.5417,4.61,1.82,0.23
2.729,592.0,989.0,550.0,3.0132,4.09,1.8,0.26
2.596,491.0,1058.0,464.0,4.1429,5.38,2.28,0.2
2.545,200.0,506.0,207.0,4.1912,5.76,2.44,0.17
2.356,215.0,489.0,218.0,3.9167,5.38,2.24,0.18
2.184,424.0,824.0,388.0,3.8897,5.56,2.12,0.2
2.292,490.0,1034.0,475.0,3.1065,4.98,2.18,0.21
1.921,442.0,920.0,425.0,2.9926,4.46,2.16,0.23
1.793,395.0,841.0,380.0,3.556,4.34,2.21,0.24
1.875,146.0,749.0,137.0,1.475,3.31,5.47,0.32
1.388,97.0,208.0,98.0,1.6971,4.17,2.12,0.24
1.5,118.0,228.0,100.0,2.1705,5.03,2.28,0.23
1.406,127.0,287.0,128.0,2.75,3.9,2.24,0.25
1.2,119.0,218.0,106.0,2.5682,4.5,2.06,0.25
1.448,376.0,854.0,355.0,2.9,4.64,2.41,0.23
1.448,749.0,1695.0,684.0,2.2208,4.57,2.48,0.24
2.455,188.0,403.0,172.0,3.2344,5.56,2.34,0.2
2.0,132.0,288.0,131.0,3.5156,4.5,2.2,0.22
1.737,548.0,963.0,521.0,1.9805,3.89,1.85,0.27
1.856,536.0,1129.0,516.0,2.6684,3.54,2.19,0.29
1.826,198.0,386.0,204.0,3.875,4.39,1.89,0.22
2.279,416.0,811.0,406.0,3.006,4.7,2.0,0.22
2.207,696.0,1293.0,675.0,2.543,4.48,1.92,0.23
2.12,446.0,805.0,431.0,2.8676,4.12,1.87,0.25
2.714,930.0,1372.0,876.0,2.1907,3.2,1.57,0.33
2.688,439.0,862.0,425.0,1.7778,3.45,2.03,0.3
2.778,682.0,1152.0,616.0,2.52,4.25,1.87,0.26
3.325,255.0,483.0,249.0,4.2788,4.61,1.94,0.22
3.389,604.0,1558.0,573.0,2.944,4.12,2.72,0.26
2.875,837.0,1798.0,769.0,1.725,3.39,2.34,0.32
3.846,141.0,266.0,123.0,5.2289,5.57,2.16,0.21
3.714,465.0,2184.0,422.0,2.5562,4.16,5.18,0.26
3.5,460.0,2016.0,477.0,0.949,2.52,4.23,0.38
5.00001,236.0,1349.0,250.0,1.1696,2.44,5.4,0.39
1.75,371.0,3337.0,350.0,1.4012,3.11,9.53,0.34
2.417,998.0,1721.0,949.0,1.1859,2.92,1.81,0.36
2.167,1108.0,1675.0,1000.0,1.7464,3.22,1.68,0.34
2.113,368.0,707.0,350.0,2.8846,3.86,2.02,0.27
2.102,698.0,1424.0,694.0,2.7372,4.44,2.05,0.23
1.964,195.0,393.0,189.0,3.8594,4.96,2.08,0.21
1.917,353.0,828.0,339.0,3.5625,5.35,2.44,0.19
1.823,300.0,571.0,292.0,2.2788,4.22,1.96,0.24
1.75,755.0,1382.0,713.0,2.537,3.56,1.94,0.3
1.659,324.0,792.0,321.0,2.525,3.95,2.47,0.26
1.569,404.0,815.0,372.0,1.9946,4.48,2.19,0.24
1.643,367.0,788.0,346.0,2.8214,4.79,2.28,0.22
1.5,460.0,1145.0,430.0,2.6165,5.17,2.66,0.21
1.505,607.0,1354.0,563.0,1.9483,4.41,2.4,0.24
1.699,450.0,958.0,445.0,1.9327,4.56,2.15,0.22
1.474,668.0,1361.0,608.0,1.9798,4.82,2.24,0.23
1.527,472.0,1005.0,449.0,2.4167,5.0,2.24,0.21
1.827,435.0,924.0,414.0,2.5417,4.96,2.23,0.21
1.793,417.0,780.0,358.0,3.3906,5.58,2.18,0.21
1.577,691.0,1582.0,636.0,2.5652,4.73,2.49,0.23
1.531,550.0,1213.0,568.0,2.2845,3.9,2.14,0.25
2.5,305.0,486.0,267.0,2.6071,4.07,1.82,0.28
2.063,186.0,494.0,175.0,3.15,4.77,2.82,0.22
2.188,372.0,849.0,365.0,2.6914,4.85,2.33,0.21
1.982,583.0,1127.0,548.0,1.8447,4.21,2.06,0.25
2.536,1744.0,3276.0,1742.0,1.6307,2.96,1.88,0.34
2.574,832.0,1493.0,794.0,2.9044,4.4,1.88,0.24
2.895,744.0,1461.0,679.0,2.9405,5.56,2.15,0.2
2.417,604.0,1253.0,538.0,3.3893,5.37,2.33,0.21
4.896,517.0,1656.0,459.0,3.0417,4.69,3.61,0.24
4.462,191.0,514.0,202.0,7.0897,6.88,2.54,0.14
4.563,318.0,719.0,295.0,5.0463,5.79,2.44,0.19
3.368,444.0,878.0,449.0,1.7652,3.53,1.96,0.28
5.00001,225.0,517.0,214.0,7.8521,7.79,2.42,0.13
5.00001,474.0,1366.0,496.0,9.3959,7.51,2.75,0.13
3.769,663.0,1316.0,590.0,5.3794,6.86,2.23,0.16
3.096,768.0,1508.0,755.0,3.2619,4.79,2.0,0.21
1.823,920.0,1800.0,815.0,2.7054,5.0,2.21,0.23
1.727,400.0,719.0,326.0,2.2431,6.37,2.21,0.19
1.508,300.0,675.0,255.0,1.9028,5.02,2.65,0.23
1.536,426.0,875.0,363.0,1.5817,5.44,2.41,0.22
1.063,83.0,152.0,77.0,2.2841,4.35,1.97,0.25
1.423,307.0,843.0,319.0,1.3785,4.31,2.64,0.22
1.194,145.0,281.0,132.0,2.9018,4.62,2.13,0.24
1.479,198.0,506.0,204.0,1.73,5.02,2.48,0.19
1.329,484.0,1054.0,466.0,2.2625,4.43,2.26,0.23
1.325,419.0,1017.0,414.0,2.2106,4.52,2.46,0.22
1.269,813.0,1623.0,765.0,2.6997,4.06,2.12,0.26
1.438,2408.0,3100.0,2051.0,4.0018,3.59,1.51,0.33
5.00001,379.0,947.0,361.0,7.8772,8.28,2.62,0.13
5.00001,310.0,808.0,315.0,11.8603,7.91,2.57,0.12
5.00001,335.0,1018.0,335.0,13.499,8.93,3.04,0.11
5.00001,366.0,1001.0,352.0,12.2138,9.21,2.84,0.11
4.661,381.0,1005.0,369.0,8.1872,8.27,2.72,0.12
5.00001,396.0,1192.0,383.0,12.3804,9.12,3.11,0.11
4.578,246.0,585.0,227.0,5.8948,7.74,2.58,0.14
4.716,312.0,916.0,316.0,8.1194,7.75,2.9,0.13
5.00001,203.0,556.0,179.0,8.7477,9.0,3.11,0.13
3.986,517.0,1470.0,520.0,6.155,7.05,2.83,0.14
3.407,403.0,1104.0,398.0,5.883,6.22,2.77,0.16
2.899,516.0,1242.0,518.0,5.2128,5.86,2.4,0.17
3.353,323.0,805.0,321.0,4.7188,7.07,2.51,0.14
3.33,177.0,378.0,162.0,5.2915,8.12,2.33,0.13
2.41,235.0,481.0,223.0,2.6411,5.17,2.16,0.2
1.896,179.0,409.0,160.0,3.3214,4.83,2.56,0.23
2.063,386.0,885.0,373.0,3.6417,4.59,2.37,0.23
2.157,566.0,1468.0,567.0,3.0161,4.67,2.59,0.21
2.102,220.0,482.0,215.0,3.1771,4.83,2.24,0.21
2.088,320.0,825.0,264.0,3.4531,5.78,3.13,0.21
1.979,157.0,429.0,158.0,4.3098,5.44,2.72,0.18
2.013,217.0,528.0,208.0,3.3438,4.66,2.54,0.22
1.908,239.0,496.0,216.0,2.9213,4.84,2.3,0.23
2.079,280.0,718.0,265.0,2.6806,5.31,2.71,0.2
2.153,264.0,630.0,265.0,3.7708,4.61,2.38,0.22
2.129,263.0,723.0,286.0,3.9444,4.09,2.53,0.22
2.927,535.0,959.0,486.0,5.2601,4.16,1.97,0.26
2.75,869.0,3668.0,855.0,2.5444,4.85,4.29,0.21
2.0,368.0,2037.0,355.0,2.6447,5.74,5.74,0.18
1.734,1394.0,3741.0,1273.0,2.5762,4.05,2.94,0.27
1.022,309.0,821.0,300.0,1.9427,4.14,2.74,0.25
2.208,363.0,870.0,347.0,2.9688,4.23,2.51,0.25
2.428,1073.0,1901.0,966.0,3.75,4.14,1.97,0.27
2.654,763.0,1243.0,663.0,5.1702,4.33,1.87,0.27
2.19,306.0,730.0,327.0,2.5139,4.55,2.23,0.21
2.821,350.0,793.0,299.0,2.9732,5.59,2.65,0.21
3.72,388.0,1033.0,434.0,5.5337,5.19,2.38,0.17
2.258,377.0,872.0,363.0,4.1667,4.77,2.4,0.22
2.208,481.0,849.0,457.0,2.7115,3.74,1.86,0.28
2.345,559.0,1121.0,518.0,3.3269,4.61,2.16,0.23
2.542,458.0,872.0,445.0,3.2685,4.84,1.96,0.21
3.518,315.0,637.0,297.0,4.7778,5.27,2.14,0.2
2.75,371.0,663.0,340.0,4.226,5.01,1.95,0.22
4.054,168.0,411.0,172.0,3.3571,7.03,2.39,0.14
2.281,444.0,915.0,413.0,2.9899,5.08,2.22,0.21
2.34,479.0,921.0,477.0,2.875,3.87,1.93,0.26
1.625,284.0,585.0,266.0,2.3882,3.59,2.2,0.3
2.434,1110.0,2086.0,1053.0,2.975,4.11,1.98,0.26
2.738,542.0,1303.0,535.0,5.1039,5.63,2.44,0.18
2.485,185.0,374.0,176.0,4.1458,5.96,2.13,0.18
2.44,516.0,979.0,472.0,3.4762,5.31,2.07,0.21
2.409,471.0,827.0,446.0,2.6833,4.14,1.85,0.26
3.063,246.0,658.0,253.0,5.75,6.74,2.6,0.14
2.4,289.0,654.0,268.0,3.9632,5.75,2.44,0.19
2.471,155.0,384.0,146.0,4.9489,6.1,2.63,0.17
2.866,753.0,1499.0,797.0,4.8711,5.08,1.88,0.19
2.667,581.0,1128.0,522.0,3.0718,5.07,2.16,0.22
2.298,525.0,1110.0,492.0,3.6719,4.93,2.26,0.22
2.293,436.0,1119.0,415.0,4.6094,6.19,2.7,0.17
2.284,1249.0,2930.0,1235.0,4.5213,5.69,2.37,0.18
2.062,365.0,897.0,390.0,4.4562,4.91,2.3,0.19
3.507,2885.0,7427.0,2718.0,7.611,6.86,2.73,0.15
2.31,1379.0,2973.0,1312.0,3.2689,4.41,2.27,0.24
2.529,648.0,1340.0,632.0,3.567,4.55,2.12,0.23
3.539,1554.0,2974.0,1484.0,3.6875,4.66,2.0,0.22
2.917,1270.0,2690.0,1151.0,4.7695,4.93,2.34,0.22
1.0,365.0,583.0,326.0,3.1972,3.55,1.79,0.32
3.416,2045.0,5781.0,2007.0,7.2634,7.13,2.88,0.14
4.125,467.0,1738.0,512.0,7.0568,7.02,3.39,0.13
2.486,570.0,1478.0,529.0,4.635,6.69,2.79,0.16
2.549,302.0,746.0,270.0,5.3015,6.7,2.76,0.17
2.415,480.0,1235.0,455.0,4.9801,6.33,2.71,0.17
2.952,477.0,1411.0,484.0,5.4834,6.62,2.92,0.15
3.404,531.0,1368.0,521.0,6.187,7.42,2.63,0.14
2.747,368.0,1048.0,367.0,5.6194,6.75,2.86,0.15
2.386,350.0,1004.0,365.0,5.4639,6.06,2.75,0.16
2.664,387.0,1086.0,367.0,5.1498,7.26,2.96,0.15
3.302,366.0,922.0,350.0,5.8382,7.43,2.63,0.14
2.068,824.0,1950.0,819.0,4.65,5.58,2.38,0.18
2.092,622.0,1413.0,595.0,4.3819,5.0,2.37,0.21
1.958,625.0,1444.0,568.0,3.7222,5.48,2.54,0.2
2.535,282.0,749.0,269.0,5.2855,6.85,2.78,0.15
2.418,336.0,867.0,329.0,4.3375,6.24,2.64,0.16
2.525,1073.0,2723.0,1035.0,5.2131,6.51,2.63,0.16
2.639,269.0,731.0,263.0,6.005,6.66,2.78,0.15
2.27,295.0,781.0,301.0,5.0519,5.52,2.59,0.18
2.209,657.0,1784.0,652.0,4.8237,5.7,2.74,0.18
2.593,447.0,1156.0,410.0,5.2497,6.63,2.82,0.16
2.325,272.0,645.0,277.0,4.125,5.13,2.33,0.19
2.316,310.0,821.0,315.0,4.6005,6.01,2.61,0.16
2.094,790.0,1912.0,770.0,3.5187,5.07,2.48,0.2
2.232,736.0,1487.0,694.0,3.0,4.9,2.14,0.22
2.099,758.0,1645.0,710.0,3.4934,4.79,2.32,0.22
2.082,1107.0,2239.0,1051.0,2.9861,4.2,2.13,0.25
2.038,618.0,1021.0,552.0,2.5362,4.17,1.85,0.27
1.957,499.0,1105.0,467.0,3.3021,5.03,2.37,0.21
1.905,1309.0,2999.0,1295.0,3.0964,4.57,2.32,0.22
1.81,324.0,740.0,284.0,2.8512,5.55,2.61,0.21
1.849,274.0,629.0,244.0,3.3478,5.8,2.58,0.19
1.908,202.0,314.0,205.0,2.3958,4.14,1.53,0.24
2.422,685.0,1479.0,668.0,3.5295,4.57,2.21,0.22
1.883,817.0,1732.0,800.0,4.8036,5.37,2.17,0.19
1.835,557.0,1338.0,550.0,3.851,5.27,2.43,0.19
2.042,201.0,440.0,192.0,4.0662,5.58,2.29,0.19
2.519,403.0,922.0,393.0,4.6042,6.66,2.35,0.15
1.875,316.0,611.0,288.0,2.2,5.19,2.12,0.21
1.982,416.0,994.0,412.0,4.1164,5.49,2.41,0.18
2.19,223.0,545.0,230.0,3.95,6.06,2.37,0.16
2.75,129.0,317.0,143.0,4.9135,7.19,2.22,0.13
2.454,819.0,1573.0,736.0,2.8355,5.11,2.14,0.22
1.775,470.0,925.0,435.0,3.25,4.97,2.13,0.22
1.716,408.0,768.0,385.0,2.8301,4.41,1.99,0.24
1.833,289.0,620.0,292.0,3.7159,5.33,2.12,0.19
1.75,206.0,425.0,207.0,2.5625,5.38,2.05,0.18
1.567,313.0,1003.0,305.0,3.8047,4.91,3.29,0.21
1.575,147.0,519.0,135.0,3.375,5.38,3.84,0.2
1.798,200.0,481.0,198.0,3.244,4.49,2.43,0.22
2.055,533.0,1209.0,519.0,4.0268,5.08,2.33,0.2
1.789,554.0,1398.0,525.0,3.3906,4.88,2.66,0.22
2.625,69.0,158.0,58.0,5.5461,6.22,2.72,0.19
1.65,659.0,1817.0,664.0,3.371,4.53,2.74,0.22
1.597,284.0,766.0,289.0,3.5313,4.74,2.65,0.21
1.583,398.0,814.0,328.0,3.663,5.16,2.48,0.24
1.448,245.0,618.0,239.0,2.875,4.21,2.59,0.24
1.663,814.0,2139.0,789.0,4.0202,4.79,2.71,0.22
1.91,242.0,632.0,253.0,4.5553,5.96,2.5,0.16
1.75,132.0,366.0,134.0,3.4643,4.97,2.73,0.2
1.375,601.0,877.0,485.0,3.3431,4.6,1.81,0.27
1.417,587.0,830.0,573.0,2.1898,3.87,1.45,0.27
2.109,372.0,739.0,379.0,2.9097,4.26,1.95,0.23
1.983,251.0,540.0,266.0,3.375,4.47,2.03,0.21
1.574,1047.0,2024.0,962.0,2.8125,4.33,2.1,0.25
2.647,320.0,823.0,334.0,5.0,6.06,2.46,0.16
2.184,394.0,711.0,353.0,3.0673,4.88,2.01,0.23
2.351,390.0,931.0,368.0,3.8125,6.15,2.53,0.17
3.418,268.0,686.0,270.0,6.9096,7.39,2.54,0.13
3.673,394.0,1030.0,397.0,7.912,7.21,2.59,0.14
2.435,383.0,976.0,392.0,3.8393,5.57,2.49,0.18
1.679,207.0,552.0,210.0,4.0,4.94,2.63,0.2
3.712,153.0,340.0,171.0,6.5095,6.63,1.99,0.13
2.189,132.0,288.0,132.0,3.5156,5.95,2.18,0.17
2.027,253.0,555.0,248.0,2.983,5.63,2.24,0.18
1.862,451.0,1006.0,444.0,3.524,5.21,2.27,0.19
1.889,339.0,776.0,346.0,3.1103,4.66,2.24,0.21
1.8,298.0,609.0,270.0,3.5781,5.26,2.26,0.21
2.027,1526.0,2441.0,1352.0,3.1682,4.27,1.81,0.26
1.817,866.0,1364.0,789.0,2.6101,3.92,1.73,0.28
1.668,1007.0,2197.0,1044.0,3.6932,3.74,2.1,0.26
1.837,557.0,1333.0,544.0,3.4583,5.6,2.45,0.18
2.18,710.0,1810.0,703.0,3.9032,5.0,2.57,0.2
1.915,178.0,531.0,183.0,4.0208,5.45,2.9,0.18
1.947,244.0,672.0,261.0,3.5547,5.61,2.57,0.17
1.872,292.0,695.0,330.0,4.5859,4.43,2.11,0.2
2.231,1054.0,2162.0,998.0,2.6321,4.13,2.17,0.26
2.713,769.0,1216.0,643.0,3.395,3.7,1.89,0.32
1.941,228.0,606.0,239.0,3.9702,5.3,2.54,0.18
1.904,391.0,1203.0,379.0,5.0043,5.91,3.17,0.17
1.891,317.0,874.0,301.0,4.4659,5.22,2.9,0.2
1.846,221.0,637.0,222.0,3.6625,5.61,2.87,0.18
1.973,287.0,703.0,276.0,3.8864,5.44,2.55,0.19
1.926,252.0,733.0,229.0,3.4583,6.41,3.2,0.17
1.922,219.0,625.0,228.0,3.7813,4.9,2.74,0.2
1.946,208.0,568.0,225.0,2.9917,4.88,2.52,0.19
1.935,303.0,836.0,311.0,4.4375,5.53,2.69,0.18
2.026,365.0,952.0,362.0,4.0,4.85,2.63,0.21
0.833,348.0,568.0,352.0,2.3869,4.79,1.61,0.21
2.126,391.0,1125.0,366.0,4.7609,6.18,3.07,0.17
1.878,407.0,840.0,401.0,5.4858,5.2,2.09,0.2
2.057,278.0,796.0,283.0,4.3971,5.23,2.81,0.19
1.929,273.0,863.0,267.0,4.0109,5.79,3.23,0.18
2.052,447.0,1349.0,486.0,4.3864,5.42,2.78,0.17
2.134,443.0,929.0,383.0,4.2841,5.9,2.43,0.2
1.836,308.0,957.0,335.0,5.1312,4.99,2.86,0.18
1.784,535.0,1093.0,555.0,2.9958,3.86,1.97,0.25
2.192,613.0,1489.0,607.0,3.6364,5.5,2.45,0.18
1.831,716.0,1561.0,628.0,2.7955,5.07,2.49,0.22
1.571,500.0,1256.0,485.0,2.9507,4.83,2.59,0.21
1.578,269.0,695.0,279.0,3.4375,4.29,2.49,0.22
1.617,278.0,560.0,237.0,2.875,4.77,2.36,0.25
1.521,284.0,632.0,289.0,3.0345,4.03,2.19,0.24
1.449,787.0,1849.0,750.0,2.679,4.66,2.47,0.23
1.799,617.0,1287.0,538.0,2.9922,4.62,2.39,0.25
1.791,508.0,1580.0,536.0,4.1042,5.0,2.95,0.19
1.599,635.0,1571.0,579.0,2.5833,4.31,2.71,0.25
1.614,461.0,828.0,443.0,2.1552,3.81,1.87,0.27
1.704,306.0,835.0,338.0,2.3274,3.84,2.47,0.24
1.375,789.0,1765.0,724.0,2.4206,3.72,2.44,0.29
1.784,145.0,387.0,161.0,3.9063,4.63,2.4,0.19
1.552,651.0,1562.0,618.0,2.6464,3.95,2.53,0.27
1.609,310.0,768.0,309.0,3.4643,4.76,2.49,0.21
1.673,560.0,1140.0,472.0,2.3973,4.72,2.42,0.25
3.4,25.0,83.0,31.0,6.5,6.45,2.68,0.13
4.31,194.0,485.0,171.0,6.0574,7.5,2.84,0.15
3.011,590.0,1189.0,573.0,3.8958,4.27,2.08,0.24
2.419,236.0,586.0,249.0,4.7813,5.25,2.35,0.18
1.625,936.0,2240.0,792.0,3.2829,4.78,2.83,0.25
2.992,357.0,867.0,352.0,5.3169,5.77,2.46,0.18
3.155,1326.0,3827.0,1288.0,6.2579,6.44,2.97,0.16
2.168,1279.0,3827.0,1294.0,5.1701,5.81,2.96,0.17
2.181,426.0,1280.0,431.0,3.25,4.21,2.97,0.23
1.703,1207.0,2667.0,1047.0,3.1796,5.13,2.55,0.22
2.75,370.0,253.0,137.0,2.4196,8.52,1.85,0.32
1.841,682.0,1401.0,607.0,2.6563,4.29,2.31,0.26
1.6,168.0,233.0,152.0,0.9637,3.24,1.53,0.34
1.75,305.0,673.0,308.0,2.3357,4.06,2.19,0.24
1.975,353.0,704.0,314.0,3.5114,4.4,2.24,0.26
1.5,110.0,273.0,120.0,3.3125,4.17,2.28,0.22
2.056,538.0,1120.0,540.0,2.4042,4.32,2.07,0.23
1.703,463.0,1105.0,467.0,2.8322,3.93,2.37,0.25
1.909,348.0,569.0,293.0,2.5156,4.83,1.94,0.25
1.969,342.0,691.0,324.0,3.4032,4.17,2.13,0.25
1.74,503.0,1109.0,448.0,2.535,4.72,2.48,0.24
1.702,481.0,1197.0,465.0,2.5772,4.25,2.57,0.24
1.809,413.0,1061.0,400.0,3.0962,4.45,2.65,0.23
1.505,897.0,2479.0,903.0,2.9564,4.05,2.75,0.25
1.671,428.0,1162.0,389.0,3.125,4.86,2.99,0.23
1.489,484.0,1146.0,448.0,2.95,4.37,2.56,0.25
1.964,253.0,724.0,267.0,4.38,5.82,2.71,0.16
1.911,394.0,975.0,375.0,4.0417,6.43,2.6,0.16
1.875,389.0,952.0,370.0,3.8,5.7,2.57,0.18
1.806,401.0,1159.0,399.0,3.4839,5.46,2.9,0.18
1.828,445.0,1129.0,422.0,4.0588,5.82,2.68,0.18
1.793,399.0,1175.0,401.0,4.1974,5.35,2.93,0.19
1.794,340.0,924.0,328.0,3.6,5.11,2.82,0.2
2.103,518.0,1424.0,538.0,4.267,5.53,2.65,0.17
1.923,533.0,1366.0,500.0,4.2386,6.07,2.73,0.18
1.981,398.0,1171.0,390.0,5.5797,6.34,3.0,0.16
1.962,249.0,641.0,243.0,4.0682,6.12,2.64,0.17
1.816,347.0,880.0,332.0,3.1734,6.06,2.65,0.17
1.869,569.0,1635.0,557.0,4.7933,6.0,2.94,0.17
1.883,534.0,1495.0,543.0,4.8125,5.81,2.75,0.17
1.84,318.0,914.0,317.0,3.8676,5.51,2.88,0.18
1.847,681.0,1798.0,694.0,3.9395,4.94,2.59,0.2
1.799,703.0,1625.0,665.0,3.2434,5.4,2.44,0.2
1.672,247.0,599.0,224.0,3.0917,4.62,2.67,0.24
1.654,811.0,2037.0,703.0,3.0645,4.31,2.9,0.27
1.54,655.0,1854.0,603.0,2.7019,4.03,3.07,0.27
1.535,500.0,1408.0,478.0,3.1115,4.33,2.95,0.24
1.354,313.0,766.0,271.0,3.4722,4.94,2.83,0.23
1.583,259.0,725.0,274.0,2.2222,4.23,2.65,0.22
2.407,318.0,1019.0,340.0,6.1104,5.93,3.0,0.16
1.807,816.0,1830.0,743.0,4.2733,5.22,2.46,0.21
2.306,671.0,1469.0,616.0,3.2465,5.26,2.38,0.21
2.108,739.0,1198.0,624.0,3.2417,4.7,1.92,0.25
1.653,409.0,1039.0,394.0,3.875,5.34,2.64,0.19
2.542,251.0,690.0,242.0,6.0501,7.0,2.85,0.15
3.326,419.0,1155.0,415.0,6.8233,7.23,2.78,0.14
3.5,348.0,1066.0,384.0,6.3501,6.3,2.78,0.14
1.612,610.0,1255.0,587.0,2.6719,3.88,2.14,0.27
1.793,1168.0,2461.0,1042.0,3.875,4.83,2.36,0.23
1.543,372.0,1063.0,356.0,2.5625,4.35,2.99,0.24
1.618,790.0,2181.0,740.0,3.016,4.46,2.95,0.24
1.619,1439.0,3069.0,1299.0,2.7694,3.86,2.36,0.29
1.654,393.0,1093.0,374.0,3.6818,4.85,2.92,0.22
1.666,436.0,1349.0,437.0,2.1382,4.57,3.09,0.22
1.497,191.0,599.0,206.0,3.7303,4.37,2.91,0.21
1.621,142.0,480.0,149.0,3.875,4.6,3.22,0.21
1.526,464.0,1293.0,448.0,3.0489,4.36,2.89,0.24
1.952,722.0,1414.0,634.0,2.8203,4.15,2.23,0.27
1.906,192.0,543.0,184.0,4.3897,6.14,2.95,0.17
1.938,200.0,572.0,194.0,4.7143,6.1,2.95,0.17
2.006,115.0,342.0,112.0,4.6875,5.86,3.05,0.18
1.5,643.0,2332.0,603.0,3.2091,4.22,3.87,0.25
1.853,225.0,768.0,234.0,4.275,5.58,3.28,0.17
1.727,316.0,913.0,299.0,4.1302,5.87,3.05,0.18
1.741,652.0,1726.0,643.0,3.09,4.42,2.68,0.23
1.944,494.0,1185.0,501.0,4.5417,5.07,2.37,0.19
2.067,311.0,735.0,278.0,4.6635,6.42,2.64,0.17
2.045,327.0,796.0,319.0,4.4427,5.63,2.5,0.18
1.75,76.0,252.0,82.0,4.5303,5.0,3.07,0.19
1.375,27.0,86.0,25.0,2.375,6.48,3.44,0.17
1.872,2031.0,5613.0,1946.0,3.8171,5.12,2.88,0.2
1.736,458.0,1727.0,467.0,4.5281,5.06,3.7,0.19
1.63,167.0,407.0,183.0,4.3456,4.71,2.22,0.19
3.316,808.0,2041.0,734.0,3.4861,5.91,2.78,0.19
1.976,280.0,854.0,301.0,5.2312,4.94,2.84,0.19
1.979,849.0,1907.0,746.0,3.6708,4.82,2.56,0.24
2.281,102.0,264.0,77.0,3.8875,5.61,3.43,0.24
1.895,242.0,735.0,249.0,3.9167,5.85,2.95,0.17
1.842,284.0,836.0,292.0,3.9063,5.4,2.86,0.18
1.809,435.0,1377.0,408.0,3.7895,5.32,3.38,0.2
1.72,245.0,789.0,248.0,3.8,5.4,3.18,0.18
1.779,199.0,662.0,226.0,5.7309,4.94,2.93,0.18
1.731,307.0,853.0,271.0,4.1141,6.96,3.15,0.16
1.726,212.0,664.0,200.0,5.2838,5.9,3.32,0.18
1.821,1253.0,4065.0,1113.0,3.3479,4.73,3.65,0.24
1.795,440.0,1109.0,418.0,3.142,4.54,2.65,0.23
1.76,171.0,548.0,185.0,3.7614,4.15,2.96,0.22
1.926,127.0,431.0,149.0,4.25,4.64,2.89,0.18
1.827,133.0,463.0,160.0,3.9338,4.91,2.89,0.17
1.349,1516.0,5436.0,1463.0,2.5158,4.01,3.72,0.26
1.576,723.0,2028.0,693.0,2.4808,4.02,2.93,0.26
1.909,860.0,2426.0,862.0,4.7083,5.25,2.81,0.19
1.582,304.0,1038.0,282.0,4.1652,5.21,3.68,0.21
3.5,450.0,857.0,430.0,3.5541,3.85,1.99,0.27
1.582,286.0,848.0,291.0,3.8036,4.22,2.91,0.23
1.461,252.0,729.0,220.0,3.8259,5.27,3.31,0.22
2.267,172.0,369.0,159.0,3.2331,5.99,2.32,0.18
1.987,352.0,1001.0,350.0,4.7109,5.92,2.86,0.17
2.212,547.0,1472.0,527.0,4.2468,5.62,2.79,0.18
2.085,173.0,453.0,176.0,6.396,5.86,2.57,0.17
2.042,118.0,328.0,134.0,3.8125,4.9,2.45,0.18
1.932,324.0,793.0,302.0,3.2857,5.1,2.63,0.21
2.095,236.0,632.0,204.0,3.8929,6.36,3.1,0.18
1.649,271.0,1002.0,281.0,3.7262,5.01,3.57,0.19
1.614,259.0,808.0,241.0,4.0125,5.74,3.35,0.19
1.87,216.0,727.0,215.0,4.1719,5.35,3.38,0.19
1.904,179.0,455.0,185.0,4.2857,4.86,2.46,0.2
1.566,364.0,1534.0,346.0,3.6458,5.18,4.43,0.2
1.573,518.0,1139.0,550.0,2.6875,4.52,2.07,0.21
1.681,376.0,1175.0,337.0,3.7292,5.73,3.49,0.19
1.776,465.0,1401.0,453.0,4.5913,5.14,3.09,0.2
2.089,1374.0,3388.0,1289.0,3.8625,5.21,2.63,0.2
1.692,356.0,841.0,364.0,3.3611,5.33,2.31,0.18
1.639,346.0,705.0,351.0,2.8971,4.68,2.01,0.21
1.647,293.0,1148.0,310.0,4.0326,5.22,3.7,0.18
1.569,108.0,391.0,107.0,4.0682,4.83,3.65,0.21
1.688,274.0,992.0,249.0,5.3644,6.31,3.98,0.17
1.741,221.0,790.0,243.0,4.7019,4.99,3.25,0.18
2.065,309.0,1016.0,313.0,5.64,5.83,3.25,0.17
2.039,443.0,1039.0,395.0,3.7931,5.72,2.63,0.2
2.17,711.0,2341.0,703.0,4.6458,5.21,3.33,0.19
1.596,345.0,1382.0,338.0,3.694,4.83,4.09,0.21
1.598,522.0,1858.0,437.0,2.652,4.93,4.25,0.24
1.543,280.0,1156.0,300.0,3.5,4.32,3.85,0.22
